n_users,n_trips,events_per_trip,db,query,time_seconds,memory_mb
50000,100000,5,mongodb,query2,4.5956,472.33
50000,100000,5,mongodb,query3,0.2117,472.33
50000,100000,5,mongodb,query4,0.9431,473.02
50000,100000,5,neo4j,load,23.8066,471.93
50000,100000,5,neo4j,query1,0.0059,471.93
50000,100000,5,neo4j,query2,0.0096,471.93
50000,100000,5,spark_doc,query2,0.5823,467.47
50000,100000,5,spark_graph,pagerank,4.4713,467.31
50000,100000,5,spark_graph,connected_components,0.7941,467.31
50000,100000,10,postgres,load,187.0909,710.68
50000,100000,10,postgres,query1,1.8306,710.68
50000,100000,10,postgres,query2,0.4578,710.68
50000,100000,10,postgres,query3,1.6583,710.68
50000,100000,10,postgres,query4,2.0792,710.68
50000,100000,10,mongodb,load,61.3628,714.3
50000,100000,10,mongodb,query1_lookup,27.6775,713.62
50000,100000,10,mongodb,query2,4.8244,713.64
50000,100000,10,mongodb,query3,0.1929,713.64
50000,100000,10,mongodb,query4,1.0949,714.21
50000,100000,10,neo4j,load,31.9864,714.12
50000,100000,10,neo4j,query1,0.0041,714.12
50000,100000,10,neo4j,query2,0.0344,714.12
50000,100000,10,spark_doc,query2,0.6317,711.43
50000,100000,10,spark_graph,pagerank,4.0683,709.29
50000,100000,10,spark_graph,connected_components,0.8008,709.29
10000,10000,2,postgres,load,8.6468,132.45
10000,10000,2,postgres,query1,0.3428,135.81
10000,10000,2,postgres,query2,0.0754,138.24
10000,10000,2,postgres,query3,0.1265,136.24
10000,10000,2,postgres,query4,0.2336,136.25
10000,10000,2,mongodb,load,13.4668,144.96
10000,10000,2,mongodb,query1_lookup,2.6403,145.51
10000,10000,2,mongodb,query2,0.6198,145.52
10000,10000,2,mongodb,query3,0.0251,145.52
10000,10000,2,mongodb,query4,0.0986,144.92
10000,10000,2,neo4j,load,11.6793,144.79
10000,10000,2,neo4j,query1,0.587,144.79
10000,10000,2,neo4j,query2,0.4622,144.79
10000,10000,2,spark_doc,query2,1.6441,144.98
10000,10000,2,spark_graph,pagerank,10.8622,151.78
10000,10000,2,spark_graph,connected_components,1.5188,151.78
